q_id,q_status,q_date,q_year,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,prop_year,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
X1-117,withdrawn,4/29/2011,2011,,6/7/2011,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Hampton,3/31/2013,2013,Withdrawn,Withdrawn,Solar,Solar,,,3,,
W3-028,withdrawn,8/27/2010,2010,,5/12/2016,,PJM,New Jersey Offshore Wind Project,,AEC,atlantic,,,NJ,PJM,Capacity,Cedar 230kV,1/1/2019,2019,IA Executed,IA Executed,Offshore Wind,Offshore Wind,,,348,,
AE1-223,withdrawn,9/28/2018,2018,,6/3/2019,,PJM,,,PSEG,burlington,,,NJ,PJM,Energy,Allentown Booster 138 kV,11/16/2018,2018,Withdrawn,Withdrawn,Solar,Solar,,,2,,
AE1-243,active,9/28/2018,2018,,,,PJM,Warren Glen Storage,,JCPL,warren,,,NJ,PJM,Energy,Warren Glen Storage 34.5 kV,10/31/2023,2023,IA Executed,IA Executed,Battery,Battery,,,20,,
AE2-023,withdrawn,12/14/2018,2018,,4/15/2020,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,BL England 138 kV,12/1/2024,2024,System Impact Study,System Impact Study,Offshore Wind,Offshore Wind,,,445,,
V4-063,withdrawn,1/22/2010,2010,,11/3/2010,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Upper Pittsgrove 7,5/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,20,,
W3-144,withdrawn,10/29/2010,2010,,4/11/2012,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Pequest-Washington 34.5kV,3/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,8,,
O11,withdrawn,3/21/2005,2005,,,6/1/2007,PJM,Burlington Co LF,,PSEG,burlington,,,NJ,PJM,Capacity,Bustelton 13kV,8/28/2007,2007,IA Executed,IA Executed,Other,Methane,,,7,,
U2-040,withdrawn,6/12/2008,2008,,8/17/2009,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Bridgewater-Middlesex 230kV,5/1/2012,2012,Feasibility Study,Feasibility Study,Gas,Gas,,,650,,
AE2-081,withdrawn,1/31/2019,2019,,8/8/2022,,PJM,Casino Drive Solar,,JCPL,monmouth,,,NJ,PJM,Capacity,Howell 12.47 kV Solar II,5/1/2022,2022,System Impact Study,System Impact Study,Solar,Solar,,,3,,
AE2-082,withdrawn,1/31/2019,2019,,7/13/2021,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Englishtown-Wyckoff 34.5 kV Solar,9/30/2019,2019,System Impact Study,System Impact Study,Solar,Solar,,,7,,
V4-013,withdrawn,11/18/2009,2009,,6/9/2010,,PJM,,,PSEG,gloucester,,,NJ,PJM,Capacity,Gloucester 26kV,9/30/2010,2010,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
W3-030,withdrawn,8/30/2010,2010,,3/7/2012,,PJM,1626 Route 70,,PSEG,burlington,,,NJ,PJM,Capacity,Southampton 13kV,4/30/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,5,,
W1-094,withdrawn,4/29/2010,2010,,1/13/2011,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Williamstown 12kV,7/21/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AE2-105,withdrawn,2/28/2019,2019,,9/6/2019,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Kittatinny-Newton Solar 34.5 kV,3/2/2020,2020,Feasibility Study,Feasibility Study,Solar,Solar,,,4,,
AD1-053,withdrawn,8/11/2017,2017,,3/6/2019,,PJM,Plainsboro 13kV,,PSEG,middlesex,,,NJ,PJM,Energy,Plainsboro 13 kV,12/31/2018,2018,System Impact Study,System Impact Study,Solar,Solar,,,3,,
AH1-258,active,9/10/2021,2021,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Belford - Keansburg 34.5 kV,12/23/2022,2022,In Progress,Feasibility Study,Solar,Solar,,,19,,
AE2-163,withdrawn,3/15/2019,2019,,8/14/2019,,PJM,,,PSEG,essex,,,NJ,PJM,Capacity,West Caldwell 13.2 kV,3/2/2020,2020,System Impact Study,System Impact Study,Solar,Solar,,,1,,
AG1-511,active,9/30/2020,2020,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Kittatinny 230 kV,6/1/2024,2024,System Impact Study,System Impact Study,Solar+Battery,Solar,Battery,,50,,
X1-113,withdrawn,4/29/2011,2011,,8/25/2012,,PJM,Bristol-Myers,,PSEG,mercer,,,NJ,PJM,Capacity,Lawrence 26kV,12/1/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,10,,
X2-044,withdrawn,6/24/2011,2011,,1/3/2012,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Winslow 12kV,9/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,2,,
V2-012,withdrawn,6/9/2009,2009,,12/21/2009,,PJM,Essex SP,,PSEG,essex,,,NJ,PJM,Capacity,Essex 26.4kV,3/5/2010,2010,System Impact Study,System Impact Study,Gas,Gas,,,3,,
X1-046,withdrawn,3/31/2011,2011,,3/17/2015,,PJM,Morris Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-N Newton #1 34kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,8,,
AE2-014,withdrawn,11/16/2018,2018,,1/24/2020,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Sewaren 230 kV,1/1/2024,2024,Feasibility Study,Feasibility Study,Wind,Wind,,,0,,
W3-101,withdrawn,10/28/2010,2010,,12/18/2012,,PJM,Elmer Road,,AEC,cumberland,,,NJ,PJM,Capacity,East Elmer Road 12kV,9/15/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,3,,
AG2-451,active,3/30/2021,2021,,,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Chambers 230 kV,6/1/2024,2024,In Progress,Feasibility Study,Battery,Battery,,,240,,
AA1-073,withdrawn,10/14/2014,2014,,4/27/2017,,PJM,Middlesex Plant,,PSEG,middlesex,,,NJ,PJM,Capacity,Metuchen 26kV,12/16/2016,2016,System Impact Study,System Impact Study,Gas,Gas,,,6,,
AF1-101,withdrawn,9/6/2019,2019,,7/15/2021,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Oyster Creek 230 kV III,11/23/2022,2022,System Impact Study,System Impact Study,Wind,Wind,,,800,,
AF2-026,withdrawn,11/15/2019,2019,,9/1/2020,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Sherman Ave 138 kV,6/1/2021,2021,Feasibility Study,Feasibility Study,Battery,Battery,,,30,,
AE2-025,withdrawn,12/14/2018,2018,,9/12/2023,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Larrabee 230 kV II,12/1/2026,2026,System Impact Study,System Impact Study,Offshore Wind,Offshore Wind,,,445,,
AC2-193,withdrawn,3/31/2017,2017,,3/31/2017,,PJM,,,PSEG,camden,,,NJ,PJM,Capacity,Camden 26kV,12/31/2017,2017,Withdrawn,Withdrawn,Solar,Solar,,,10,,
AI2-206,active,3/2/2023,2023,,,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Cardiff 12 kV,3/30/2023,2023,In Progress,Feasibility Study,Solar,Solar,,,0,,
AB2-111,withdrawn,4/28/2016,2016,,3/27/2017,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Millhurst-Rt 33 Switch Point 34.5kV,4/20/2017,2017,Feasibility Study,Feasibility Study,Solar,Solar,,,11,,
AE2-335,withdrawn,3/31/2019,2019,,3/31/2020,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Gloucester Solar II,6/30/2022,2022,System Impact Study,System Impact Study,Solar,Solar,,,60,,
X2-016,withdrawn,5/24/2011,2011,,5/8/2012,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Harrison Township 12kV,5/17/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AG2-625,active,3/31/2021,2021,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Pequest River-Furnace Brook Tap 34.5 kV II,4/30/2021,2021,In Progress,Feasibility Study,Solar,Solar,,,20,,
AI2-212,active,3/2/2023,2023,,,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Manitou-Pleasant Plains 34.5 kV,4/1/2023,2023,In Progress,Feasibility Study,Solar,Solar,,,0,,
AE2-018,withdrawn,12/10/2018,2018,,8/15/2019,,PJM,,,PSEG,mercer,,,NJ,PJM,Capacity,Laurence 13.2 kV,6/30/2020,2020,System Impact Study,System Impact Study,Solar,Solar,,,4,,
AD2-122,withdrawn,3/22/2018,2018,,4/11/2018,,PJM,,,JCPL,ocean,,,NJ,PJM,Energy,Oyster Creek 230 kV II,6/1/2024,2024,Withdrawn,Withdrawn,Unknown,Unknown,,,0,,
X1-077,withdrawn,4/28/2011,2011,,6/22/2016,,PJM,Saylos Pond Solar Farm,,JCPL,burlington,,,NJ,PJM,Capacity,Wrightstown 34.5kV,9/1/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,0,,
AG2-146,active,2/22/2021,2021,,,,PJM,,,JCPL,middlesex,,,NJ,PJM,Energy,Werner 230 kV-Ravenwood 345 kV,12/1/2026,2026,In Progress,Feasibility Study,Unknown,Unknown,,,0,,
W3-108,withdrawn,10/29/2010,2010,,11/21/2011,,PJM,Garboski I Solar Farm,,JCPL,hunterdon,,,NJ,PJM,Capacity,Ringoes #2 34.5kV,9/1/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,1,,
I11,withdrawn,7/19/2002,2002,,2/23/2004,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Cardiff 230kV,5/1/2006,2006,System Impact Study,System Impact Study,Gas,Gas,,,450,,
V4-042,withdrawn,12/24/2009,2009,,9/25/2014,,PJM,Upper Pittsgrove Township - Site 5,,AEC,salem,,,NJ,PJM,Capacity,Upper Pittsgrove 5,12/31/2016,2016,Facility Study,Facility Study,Solar,Solar,,,20,,
X1-079,withdrawn,4/28/2011,2011,,3/5/2012,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Baptistown-Frenchtown #2 34kV,12/31/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AF2-413,active,3/31/2020,2020,,,,PJM,,,JCPL,atlantic,,,NJ,PJM,Capacity,Raritan River 230 kV,6/1/2022,2022,Feasibility Study,Feasibility Study,Battery,Battery,,,250,,
W4-045,withdrawn,1/11/2011,2011,,7/26/2016,,PJM,Red Valley Solar Farm,,JCPL,monmouth,,,NJ,PJM,Capacity,Great Adventure-Great Adventure Tap 34.5kV,12/31/2016,2016,System Impact Study,System Impact Study,Solar,Solar,,,9,,
W4-041,withdrawn,12/30/2010,2010,,1/31/2012,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Carlls Corner 69kV,9/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,20,,
AI1-109,active,9/1/2022,2022,,,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Deans 500 kV,12/31/2029,2029,In Progress,Feasibility Study,Offshore Wind,Offshore Wind,,,1310,,
AF2-071,withdrawn,1/31/2020,2020,,10/9/2023,,PJM,,,JCPL,mercer,,,NJ,PJM,Capacity,Windsor 230 kV,3/1/2023,2023,Feasibility Study,Feasibility Study,Battery,Battery,,,100,,
AG1-117,active,8/31/2020,2020,,,,PJM,,,AEC,salem,,,NJ,PJM,Energy,Churchtown-Upper Pittsgrove 138 kV,12/3/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,0,,
AE2-143,withdrawn,3/11/2019,2019,,8/14/2019,,PJM,,,PSEG,burlington,,,NJ,PJM,Energy,Yardville 13.2 kV,3/2/2020,2020,System Impact Study,System Impact Study,Solar+Battery,Solar,Battery,,3,3,
AF1-328,active,9/30/2019,2019,,,,PJM,Mansfield #3,,JCPL,warren,,,NJ,PJM,Energy,Hackettstown-Pohatcong 34.5 kV,6/30/2024,2024,IA Executed,IA Executed,Battery,Battery,,,20,,
AG2-071,withdrawn,12/31/2020,2020,,1/3/2022,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Cumberland 12 kV,12/31/2021,2021,Withdrawn,Withdrawn,Solar,Solar,,,3,,
AF2-020,active,11/15/2019,2019,,,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Carll's Corner 69 kV,6/1/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,20,,
AF2-023,withdrawn,11/15/2019,2019,,10/9/2023,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Churchtown 69 kV,6/1/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,43,,
AF2-024,active,11/15/2019,2019,,,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Mickleton 69 kV,6/1/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,24,,
AC1-015,withdrawn,7/8/2016,2016,,7/10/2017,,PJM,,,JCPL,monmouth,,,NJ,PJM,Energy,Farmingdale-Bennett II 34.5kV,9/1/2017,2017,System Impact Study,System Impact Study,Solar,Solar,,,0,,
X4-018,withdrawn,11/30/2011,2011,,6/5/2012,,PJM,,,PSEG,hudson,,,NJ,PJM,Capacity,Hudson 230kV,5/31/2015,2015,Feasibility Study,Feasibility Study,Gas,Gas,,,110,,
Z2-001,withdrawn,11/1/2013,2013,,3/29/2018,,PJM,Recovery Road Solar Farm,,PSEG,burlington,,,NJ,PJM,Capacity,Burlington 26 kV,6/30/2018,2018,System Impact Study,System Impact Study,Solar,Solar,,,7,,
AF2-064,withdrawn,1/29/2020,2020,,2/20/2020,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Flanders 115 kV,12/18/2020,2020,Withdrawn,Withdrawn,Solar,Solar,,,15,,
AE2-043,withdrawn,1/23/2019,2019,,4/1/2019,,PJM,,,AEC,gloucester,,,NJ,PJM,Energy,Franklinville  138 kV,5/1/2020,2020,Withdrawn,Withdrawn,Solar,Solar,,,4,,
Z1-116,withdrawn,10/31/2013,2013,3/28/2019,10/2/2023,,PJM,CPV Keasbey Energy Center,,PSEG,middlesex,,,NJ,PJM,Capacity,Metuchen 230kV,1/1/2027,2027,IA Executed,IA Executed,Gas,Gas,,,675,,
AE2-020,active,12/16/2018,2018,,,,PJM,Atlantic Shores Offshore Wind Project 1,,AEC,atlantic,,,NJ,PJM,Capacity,Cardiff 230 kV I,8/31/2029,2029,IA Executed,IA Executed,Offshore Wind,Offshore Wind,,,605,,
Y1-077,withdrawn,4/30/2012,2012,,12/18/2019,,PJM,Cape May Energy Center (CMEC),,AEC,cape may,,,NJ,PJM,Energy,BL England 138kV,6/1/2021,2021,IA Executed,IA Executed,Gas,Gas,,,34,,
T159,withdrawn,1/30/2008,2008,,5/7/2008,,PJM,,,PSEG,hudson,,,NJ,PJM,Capacity,Bergen 230kV,6/1/2011,2011,Feasibility Study,Feasibility Study,Gas,Gas,,,230,,
V2-014,withdrawn,6/15/2009,2009,,2/17/2010,,PJM,,,AEC,ocean,,,NJ,PJM,Capacity,Waretown 12.47kV,12/31/2009,2009,System Impact Study,System Impact Study,Solar,Solar,,,5,,
AE2-083,withdrawn,2/22/2019,2019,,3/5/2019,,PJM,,,JCPL,mercer,,,NJ,PJM,Energy,Forrester Solar 34.5 kV,3/2/2020,2020,Withdrawn,Withdrawn,Solar,Solar,,,2,,
AF1-245,active,9/30/2019,2019,,,,PJM,,,PSEG,hudson,,,NJ,PJM,Capacity,Hudson 230 kV,5/31/2023,2023,System Impact Study,System Impact Study,Battery,Battery,,,200,,
W4-048,withdrawn,1/18/2011,2011,,6/27/2011,,PJM,,,PSEG,essex,,,NJ,PJM,Capacity,Doremus Place 13kV,6/30/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,1,,
X3-072,withdrawn,10/28/2011,2011,,3/7/2012,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Lafayette,3/1/2013,2013,Feasibility Study,Feasibility Study,Solar,Solar,,,11,,
AH1-265,active,9/10/2021,2021,,,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,TBD 69kV,12/23/2022,2022,In Progress,Feasibility Study,Solar,Solar,,,29,,
W3-026,withdrawn,8/27/2010,2010,,7/23/2013,,PJM,1900 River Road,,PSEG,burlington,,,NJ,PJM,Capacity,Burlington 13kV,3/1/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,5,,
AF2-254,active,3/27/2020,2020,,,,PJM,NJ Land Phase II,,JCPL,burlington,,,NJ,PJM,Capacity,Cookstown-New Lisbon 34.5 kV,6/1/2025,2025,IA Executed,IA Executed,Solar,Solar,,,10,,
X2-081,withdrawn,7/28/2011,2011,,8/23/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Phillipsburg,2/1/2012,2012,Withdrawn,Withdrawn,Solar,Solar,,,2,,
AG1-189,active,9/17/2020,2020,,,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Oyster Creek-Bamber Lake 34.5,12/17/2021,2021,Feasibility Study,Feasibility Study,Solar,Solar,,,12,,
AC1-014,withdrawn,7/8/2016,2016,,7/10/2017,,PJM,,,JCPL,monmouth,,,NJ,PJM,Energy,Farmingdale-Bennett I 34.5kV,5/30/2018,2018,System Impact Study,System Impact Study,Solar,Solar,,,4,,
V3-005,withdrawn,8/10/2009,2009,,11/7/2013,,PJM,,,JCPL,morris,,,NJ,PJM,Capacity,Morris 34.5kV,12/31/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,10,,
Q19,withdrawn,3/13/2006,2006,,12/6/2006,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Atlantic 34.5 kV,11/1/2006,2006,System Impact Study,System Impact Study,Other,Methane,,,1,,
Q74,withdrawn,7/31/2006,2006,,10/22/2008,,PJM,,,PSEG,union,,,NJ,PJM,Capacity,Linden 230kV,6/1/2013,2013,System Impact Study,System Impact Study,Other,Oil,,,600,,
AB2-102,active,4/28/2016,2016,,,,PJM,Cumberland,,AEC,cumberland,,,NJ,PJM,Capacity,Cumberland 230kV,12/1/2023,2023,IA Executed,IA Executed,Gas,Gas,,,230,,
W4-081,withdrawn,1/31/2011,2011,,6/2/2011,,PJM,,,JCPL,ocean,,,NJ,PJM,Energy,Manchester,10/31/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,2,,
S122,withdrawn,7/31/2007,2007,,7/28/2008,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Churchtown-Cumberland 230kV,6/1/2010,2010,Feasibility Study,Feasibility Study,Gas,Gas,,,478,,
Y1-010,withdrawn,2/21/2012,2012,,9/12/2012,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Quinton 12kV,5/17/2012,2012,System Impact Study,System Impact Study,Other,Methane,,,2,,
AF2-072,withdrawn,1/31/2020,2020,,2/21/2023,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Larrabee 230 kV,3/1/2023,2023,Feasibility Study,Feasibility Study,Battery,Battery,,,50,,
AA2-122,withdrawn,4/29/2015,2015,,5/24/2016,,PJM,,,JCPL,middlesex,,,NJ,PJM,Energy,Parlin 230kV,5/1/2016,2016,System Impact Study,System Impact Study,Battery,Battery,,,20,,
W3-156,withdrawn,10/29/2010,2010,,2/15/2012,,PJM,Swayles Solar Farm,,JCPL,middlesex,,,NJ,PJM,Capacity,Englishtown-Texas Road 34.5kV,9/1/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,17,,
AG2-256,withdrawn,3/18/2021,2021,,4/12/2021,,PJM,,,PSEG,somerset,,,NJ,PJM,Capacity,,6/15/2022,2022,Withdrawn,Withdrawn,Solar,Solar,,,8,,
X1-110,withdrawn,4/29/2011,2011,,11/23/2015,,PJM,"Lower Township, NJ",,AEC,cape may,,,NJ,PJM,Energy,Lower Township 12kV,12/1/2014,2014,Facility Study,Facility Study,Solar,Solar,,,2,,
W3-141,withdrawn,10/29/2010,2010,,8/18/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Knowlton #1 12kV,3/31/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,3,,
V2-015,withdrawn,6/15/2009,2009,,12/21/2009,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Lumberton 13.2kV,12/31/2009,2009,Feasibility Study,Feasibility Study,Solar,Solar,,,3,,
AH1-557,active,9/10/2021,2021,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Larrabee 230 kV IV,10/31/2029,2029,In Progress,Feasibility Study,Offshore Wind,Offshore Wind,,,1300,,
W3-147,withdrawn,10/29/2010,2010,,8/30/2011,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Baptistown-Frenchtown #2 34.5kV,3/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AC1-135,withdrawn,10/28/2016,2016,,11/16/2016,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Mickleton 230kV,6/1/2018,2018,Withdrawn,Withdrawn,Gas,Gas,,,0,,
AA2-063,withdrawn,2/27/2015,2015,,5/6/2016,,PJM,,,JCPL,sussex,,,NJ,PJM,Energy,Branchville-N. Newton #2 34.5kV,12/1/2015,2015,System Impact Study,System Impact Study,Battery,Battery,,,8,,
AC1-018,withdrawn,7/13/2016,2016,,8/4/2020,,PJM,Strykers Road Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Morris Park 12.47kV,7/1/2019,2019,IA Executed,IA Executed,Solar,Solar,,,1,,
AH1-043,active,6/28/2021,2021,,,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Sand Hills - Brunswick 69 kV,5/15/2024,2024,In Progress,Feasibility Study,Battery,Battery,,,90,,
X1-026,withdrawn,3/2/2011,2011,,9/7/2011,,PJM,,,JCPL,ocean,,,NJ,PJM,Energy,Brick,12/31/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,6,,
AH2-196,withdrawn,3/8/2022,2022,,4/7/2022,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,,12/31/2031,2031,Withdrawn,Withdrawn,Wind,Wind,,,1600,,
W2-032,withdrawn,6/10/2010,2010,,11/30/2010,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Stow Creek Township,12/31/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,20,,
AB1-012,withdrawn,5/27/2015,2015,,6/18/2015,,PJM,,,JCPL,warren,,,NJ,PJM,Energy,Hackettstown,4/1/2015,2015,Withdrawn,Withdrawn,Battery,Battery,,,1,,
X2-050,withdrawn,6/28/2011,2011,,11/20/2013,,PJM,,,PSEG,essex,,,NJ,PJM,Capacity,Essex 230kV,5/31/2016,2016,System Impact Study,System Impact Study,Gas,Gas,,,705,,
AH1-506,active,9/10/2021,2021,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Oceanview Wind 3 230 kV,12/30/2028,2028,In Progress,Feasibility Study,Offshore Wind,Offshore Wind,,,730,,
AG2-531,active,3/31/2021,2021,,,,PJM,,,JCPL,morris,,,NJ,PJM,Energy,Greystone - West Denville 34.5 kV,7/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,20,,
W2-017,withdrawn,5/28/2010,2010,,6/16/2010,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Pennsville Township,6/1/2012,2012,Withdrawn,Withdrawn,Solar,Solar,,,6,,
AA2-124,withdrawn,4/29/2015,2015,,9/10/2015,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Sewaren 230kV,5/31/2019,2019,Feasibility Study,Feasibility Study,Gas,Gas,,,576,,
AG2-460,active,3/30/2021,2021,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,East Flemington-Lebanon 34.5 kV II,8/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,2,,
W4-079,withdrawn,1/31/2011,2011,,1/30/2012,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Energy,Lebanon,10/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,2,,
AI2-071,active,2/24/2023,2023,,,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Dorothy - Lewis 138 kV,3/1/2027,2027,In Progress,Feasibility Study,Battery,Battery,,,150,,
AF2-414,withdrawn,3/31/2020,2020,,9/11/2023,,PJM,,,PSEG,hudson,,,NJ,PJM,Capacity,Bergen 345 kV,6/1/2023,2023,System Impact Study,System Impact Study,Battery,Battery,,,300,,
AI2-387,active,3/4/2023,2023,,,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Carlls Corner - Sherman Ave 69 kV,12/31/2024,2024,In Progress,Feasibility Study,Solar,Solar,,,0,,
W3-035,withdrawn,8/31/2010,2010,,2/23/2011,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Williamstown 12kV,3/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,7,,
AE2-251,withdrawn,3/26/2019,2019,,9/12/2023,,PJM,,,AEC,monmouth,,,NJ,PJM,Capacity,Cardiff 230 kV,6/1/2024,2024,System Impact Study,System Impact Study,Offshore Wind,Offshore Wind,,,1200,,
X1-088,withdrawn,4/29/2011,2011,,8/13/2013,,PJM,Flemington Solar Farm,,JCPL,hunterdon,,,NJ,PJM,Capacity,Franklin #2,12/31/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,17,,
AC2-139,withdrawn,3/27/2017,2017,,11/12/2018,,PJM,The Home Depot Store # 0974,,AEC,gloucester,,,NJ,PJM,Energy,Mantua 12kV,12/30/2018,2018,System Impact Study,System Impact Study,Gas,Gas,,,0,,
AE1-219,withdrawn,9/27/2018,2018,,8/17/2020,,PJM,Glassboro RE Solar,,AEC,gloucester,,,NJ,PJM,Capacity,Glassboro 12 kV II,7/17/2022,2022,System Impact Study,System Impact Study,Solar,Solar,,,4,,
AD1-107,withdrawn,9/22/2017,2017,,10/2/2017,,PJM,,,JCPL,burlington,,,NJ,PJM,Energy,McGuire Battery Storage,8/1/2018,2018,Withdrawn,Withdrawn,Battery,Battery,,,1,,
W3-073,withdrawn,9/30/2010,2010,,8/12/2011,,PJM,,,AEC,cape may,,,NJ,PJM,Energy,West Cape May 12kV,3/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,2,,
X2-027,withdrawn,5/31/2011,2011,,12/15/2017,,PJM,Quinton-Alloway,,AEC,salem,,,NJ,PJM,Capacity,Quinton 12kV,11/1/2016,2016,IA Executed,IA Executed,Solar,Solar,,,2,,
W3-109,withdrawn,10/29/2010,2010,,3/3/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Bridgeton 12kV,12/31/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,1,,
AE1-062,withdrawn,7/30/2018,2018,,3/22/2022,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Silver Lake 69 kV,10/30/2020,2020,Facility Study,Facility Study,Battery,Battery,,,20,,
X3-016,withdrawn,8/23/2011,2011,,3/13/2012,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Carneys Point Township 12kV,12/31/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
X2-015,withdrawn,5/23/2011,2011,,1/5/2012,,PJM,,,PSEG,burlington,,,NJ,PJM,Energy,Mt. Holly 26kV,10/15/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,2,,
D27,withdrawn,7/31/2000,2000,,12/3/2002,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Salem - East Windsor 500kV,12/1/2004,2004,System Impact Study,System Impact Study,Gas,Gas,,,550,,
